,Area,Room,Parking,Warehouse,Elevator,Address,Price.USD.,New_address,unique.house.Address.,Dist
1698,38,3,TRUE,TRUE,TRUE,Southern Janatabad,206666.67,dist5,,
1699,22,2,TRUE,TRUE,TRUE,Southern Janatabad,136666.67,dist5,,
1700,232,2,TRUE,TRUE,TRUE,Punak,117333.33,dist7,,
1701,186,3,TRUE,TRUE,FALSE,Absard,150000,other,,
1702,178,1,TRUE,TRUE,TRUE,Punak,83333.33,dist7,,
1703,232,2,TRUE,TRUE,TRUE,Mirdamad,2.00E+05,dist3,,
1704,185,1,TRUE,TRUE,TRUE,Punak,76666.67,dist7,,
1705,214,2,TRUE,TRUE,TRUE,Jeyhoon,78333.33,dist10,,
1706,175,1,TRUE,TRUE,TRUE,Punak,70000,dist7,,
1707,199,2,TRUE,TRUE,FALSE,Punak,75000,dist7,,
1708,168,4,TRUE,TRUE,TRUE,Zaferanieh,3080000,dist1,,
1709,26,3,TRUE,TRUE,TRUE,Southern Janatabad,198333.33,dist5,,
1710,227,2,TRUE,TRUE,TRUE,Punak,141666.67,dist7,,
1711,207,1,TRUE,TRUE,TRUE,Punak,103333.33,dist7,,
1712,81,3,TRUE,TRUE,TRUE,Velenjak,453333.33,dist1,,
1713,204,2,TRUE,TRUE,FALSE,Punak,74333.33,dist7,,
1714,226,2,TRUE,TRUE,TRUE,Yaftabad,41666.67,dist18,,
1715,203,2,TRUE,TRUE,TRUE,Punak,86666.67,dist7,,
1716,211,1,TRUE,TRUE,TRUE,Ozgol,150000,dist1,,
1717,47,3,TRUE,TRUE,TRUE,Central Janatabad,205000,dist5,,
1718,18,2,TRUE,TRUE,TRUE,Shahrake Gharb,328666.67,dist2,,
1719,199,1,TRUE,TRUE,TRUE,Northern Janatabad,90000,dist5,,
1720,27,2,TRUE,TRUE,TRUE,Ozgol,310000,dist1,,
1721,45,3,TRUE,TRUE,TRUE,Saadat Abad,373333.33,dist2,,
1722,52,3,TRUE,TRUE,TRUE,Saadat Abad,493333.33,dist2,,
1723,230,2,TRUE,TRUE,TRUE,Southern Janatabad,85333.33,dist5,,
1724,159,4,TRUE,TRUE,TRUE,Elahieh,1666666.67,dist1,,
1725,239,2,TRUE,TRUE,TRUE,Ostad Moein,99666.67,dist9,,
1726,190,1,TRUE,TRUE,TRUE,Shahran,95000,dist5,,
1727,86,3,TRUE,TRUE,TRUE,Farmanieh,833333.33,dist1,,
1728,22,2,TRUE,TRUE,TRUE,Ekhtiarieh,256666.67,dist3,,
1729,32,3,TRUE,TRUE,TRUE,Shahrakeh Naft,250000,dist5,,
1730,226,2,TRUE,TRUE,FALSE,Punak,93333.33,dist7,,
1731,2,2,TRUE,TRUE,FALSE,Islamshahr,36666.67,other,,
1732,17,2,TRUE,TRUE,TRUE,Gheitarieh,316666.67,dist1,,
1733,216,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,82666.67,dist5,,
1734,27,2,TRUE,TRUE,TRUE,Punak,2.00E+05,dist7,,
1735,12,2,TRUE,TRUE,TRUE,Punak,130000,dist7,,
1736,240,2,TRUE,TRUE,TRUE,Punak,138333.33,dist7,,
1737,214,2,TRUE,TRUE,FALSE,Islamshahr,41666.67,other,,
1738,7,2,TRUE,TRUE,TRUE,Central Janatabad,143333.33,dist5,,
1739,62,3,TRUE,TRUE,TRUE,Heravi,233333.33,dist4,,
1740,216,2,TRUE,TRUE,TRUE,Jeyhoon,60000,dist10,,
1741,138,4,TRUE,TRUE,TRUE,Zaferanieh,531666.67,dist1,,
1742,12,2,FALSE,TRUE,TRUE,Zafar,185000,dist3,,
1743,93,4,TRUE,TRUE,FALSE,Andisheh,173333.33,other,,
1744,7,2,TRUE,TRUE,TRUE,Andisheh,64333.33,other,,
1745,232,2,TRUE,TRUE,TRUE,Islamshahr,36600,other,,
1746,196,1,TRUE,TRUE,TRUE,Islamshahr,29400,other,,
1747,2,2,TRUE,TRUE,TRUE,Central Janatabad,120000,dist5,,
1748,19,3,TRUE,TRUE,TRUE,Islamshahr,66333.33,other,,
1749,234,2,TRUE,TRUE,FALSE,Islamshahr,54666.67,other,,
1750,192,1,TRUE,TRUE,FALSE,Islamshahr,26000,other,,
1751,12,2,TRUE,TRUE,TRUE,Islamshahr,84333.33,other,,
1752,240,2,TRUE,TRUE,TRUE,Ostad Moein,99666.67,dist9,,
1753,15,2,TRUE,TRUE,TRUE,Ekhtiarieh,143333.33,dist3,,
1754,192,1,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,9833.33,dist22,,
1755,213,2,TRUE,TRUE,TRUE,Southern Janatabad,93333.33,dist5,,
1756,57,3,TRUE,TRUE,TRUE,Dorous,326666.67,dist3,,
1757,27,2,TRUE,TRUE,TRUE,Ostad Moein,130000,dist9,,
1758,177,1,TRUE,FALSE,TRUE,Dezashib,105000,dist1,,
1759,50,3,TRUE,TRUE,TRUE,Saadat Abad,419333.33,dist2,,
1760,36,3,TRUE,TRUE,TRUE,Qasr-od-Dasht,98333.33,dist10,,
1761,232,2,TRUE,TRUE,TRUE,Central Janatabad,120000,dist5,,
1762,12,1,TRUE,TRUE,TRUE,Central Janatabad,148333.33,dist5,,
1763,17,2,TRUE,TRUE,TRUE,Punak,180166.67,dist7,,
1764,232,2,TRUE,TRUE,TRUE,Darabad,176666.67,dist1,,
1765,239,2,TRUE,TRUE,TRUE,North Program Organization,143333.33,dist5,,
1766,7,2,TRUE,TRUE,TRUE,Pardis,25000,other,,
1767,196,2,TRUE,TRUE,TRUE,Amir Bahador,54600,dist11,,
1768,83,3,TRUE,TRUE,TRUE,Pasdaran,433333.33,dist1,,
1769,124,3,TRUE,TRUE,TRUE,Elahieh,1333333.33,dist1,,
1770,230,2,TRUE,TRUE,FALSE,Northern Janatabad,128333.33,dist5,,
1771,239,2,TRUE,TRUE,TRUE,Southern Program Organization,143333.33,dist5,,
1772,10,2,TRUE,TRUE,TRUE,Heravi,213333.33,dist4,,
1773,232,2,TRUE,TRUE,TRUE,Southern Janatabad,126000,dist5,,
1774,62,3,TRUE,TRUE,TRUE,Velenjak,320000,dist1,,
1775,218,2,FALSE,TRUE,TRUE,Parand,14166.67,other,,
1776,22,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,19666.67,dist22,,
1777,60,3,TRUE,TRUE,TRUE,Pasdaran,368666.67,dist1,,
1778,187,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,75000,dist5,,
1779,57,3,TRUE,TRUE,TRUE,Pasdaran,439166.67,dist1,,
1780,2,2,TRUE,TRUE,TRUE,Southern Janatabad,190000,dist5,,
1781,82,3,TRUE,TRUE,TRUE,Saadat Abad,383333.33,dist2,,
1782,196,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,75000,dist5,,
1783,192,1,TRUE,TRUE,TRUE,Northern Chitgar,29166.67,dist21,,
1784,27,2,TRUE,TRUE,TRUE,Shahrake Qods,34333.33,dist2,,
1785,182,1,FALSE,FALSE,FALSE,Shahrake Qods,13166.67,dist2,,
1786,52,3,TRUE,TRUE,TRUE,Ekhtiarieh,316666.67,dist3,,
1787,195,2,TRUE,TRUE,FALSE,Punak,73333.33,dist7,,
1788,15,2,TRUE,TRUE,TRUE,Ekhtiarieh,2.00E+05,dist3,,
1789,237,2,TRUE,TRUE,FALSE,Parand,21666.67,other,,
1790,225,2,TRUE,TRUE,TRUE,Damavand,71666.67,dist13,,
1791,224,2,TRUE,TRUE,TRUE,Jeyhoon,73333.33,dist10,,
1792,52,3,TRUE,TRUE,TRUE,Gheitarieh,433333.33,dist1,,
1793,49,3,TRUE,TRUE,TRUE,Ekhtiarieh,320000,dist3,,
1794,214,2,TRUE,TRUE,TRUE,Saadat Abad,183333.33,dist2,,
1795,21,2,TRUE,TRUE,TRUE,Shahran,156666.67,dist5,,
1796,7,2,TRUE,TRUE,TRUE,Saadat Abad,160000,dist2,,
1797,207,2,TRUE,TRUE,TRUE,,161000,#N/A,,
1798,17,2,TRUE,TRUE,TRUE,Ekhtiarieh,210000,dist3,,
1799,79,3,TRUE,TRUE,TRUE,Velenjak,268500,dist1,,
1800,227,2,TRUE,TRUE,TRUE,Central Janatabad,120000,dist5,,
1801,207,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,121666.67,dist5,,
1802,176,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,58333.33,dist5,,
1803,207,2,FALSE,TRUE,TRUE,Komeil,41666.67,dist12,,
1804,4,2,TRUE,TRUE,TRUE,Saadat Abad,204000,dist2,,
1805,226,2,TRUE,FALSE,TRUE,Pardis,15666.67,other,,
1806,211,2,TRUE,TRUE,FALSE,West Ferdows Boulevard,80000,dist5,,
1807,22,2,TRUE,TRUE,TRUE,Shahrake Qods,35000,dist2,,
1808,80,3,TRUE,TRUE,TRUE,Saadat Abad,483333.33,dist2,,
1809,40,3,TRUE,TRUE,TRUE,Saadat Abad,310000,dist2,,
1810,229,2,TRUE,TRUE,TRUE,Shahrake Qods,32000,dist2,,
1811,209,5,TRUE,TRUE,FALSE,Abazar,3033333.33,dist5,,
1812,95,3,TRUE,TRUE,TRUE,Saadat Abad,533333.33,dist2,,
1813,229,2,TRUE,TRUE,TRUE,Pardis,19000,other,,
1814,214,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,111666.67,dist5,,
1815,201,2,TRUE,TRUE,TRUE,Ostad Moein,52666.67,dist9,,
1816,188,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,96666.67,dist5,,
1817,195,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,88333.33,dist5,,
1818,199,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,103333.33,dist5,,
1819,207,1,FALSE,TRUE,FALSE,Saadat Abad,110000,dist2,,
1820,199,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,93333.33,dist5,,
1821,2,2,TRUE,TRUE,TRUE,Ostad Moein,93333.33,dist9,,
1822,103,3,TRUE,TRUE,TRUE,Saadat Abad,546666.67,dist2,,
1823,12,2,TRUE,TRUE,TRUE,Saadat Abad,296666.67,dist2,,
1824,204,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,96666.67,dist5,,
1825,3,2,TRUE,TRUE,TRUE,Saadat Abad,185166.67,dist2,,
1826,226,2,TRUE,TRUE,TRUE,Ekhtiarieh,166666.67,dist3,,
1827,67,3,TRUE,TRUE,TRUE,Saadat Abad,350000,dist2,,
1828,142,4,TRUE,TRUE,TRUE,Saadat Abad,1.00E+06,dist2,,
1829,122,3,TRUE,TRUE,TRUE,Shahrake Gharb,633333.33,dist2,,
1830,7,2,TRUE,TRUE,FALSE,Andisheh,33333.33,other,,
1831,37,2,TRUE,TRUE,TRUE,Saadat Abad,293333.33,dist2,,
1832,32,3,TRUE,TRUE,TRUE,Saadat Abad,310000,dist2,,
1833,224,2,TRUE,FALSE,TRUE,Saadat Abad,153333.33,dist2,,
1834,192,1,TRUE,TRUE,TRUE,Saadat Abad,155000,dist2,,
1835,181,1,TRUE,TRUE,TRUE,Southern Program Organization,91666.67,dist5,,
1836,192,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,95000,dist5,,
1837,192,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,95000,dist5,,
1838,207,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,1.00E+05,dist5,,
1839,42,3,TRUE,TRUE,TRUE,Shahrake Gharb,373333.33,dist2,,
1840,22,2,TRUE,TRUE,TRUE,Saadat Abad,226666.67,dist2,,
1841,195,1,TRUE,TRUE,TRUE,Shahrake Qods,17000,dist2,,
1842,207,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,86666.67,dist5,,
1843,52,3,TRUE,TRUE,TRUE,Saadat Abad,316666.67,dist2,,
1844,206,2,TRUE,TRUE,FALSE,Shahran,61666.67,dist5,,
1845,241,2,TRUE,TRUE,TRUE,Pardis,25666.67,other,,
1846,207,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,86666.67,dist5,,
1847,2,2,TRUE,TRUE,TRUE,Jeyhoon,76666.67,dist10,,
1848,214,2,TRUE,TRUE,FALSE,West Ferdows Boulevard,83333.33,dist5,,
1849,5,2,TRUE,TRUE,TRUE,Azarbaijan,105000,dist11,,
1850,226,2,TRUE,TRUE,TRUE,Shahran,88333.33,dist5,,
1851,52,3,TRUE,TRUE,TRUE,Punak,350000,dist7,,
1852,201,2,TRUE,TRUE,TRUE,Qalandari,141666.67,dist1,,
1853,8,2,TRUE,TRUE,TRUE,Pardis,26666.67,other,,
1854,3,2,TRUE,FALSE,TRUE,Pirouzi,110000,dist13,,
1855,138,4,TRUE,TRUE,TRUE,Aqdasieh,9.00E+05,dist1,,
1856,8,2,TRUE,TRUE,TRUE,Saadat Abad,2.00E+05,dist2,,
1857,9,3,TRUE,TRUE,FALSE,Eram,99000,dist5,,
1858,24,2,TRUE,TRUE,TRUE,Jeyhoon,130000,dist10,,
1859,91,3,TRUE,TRUE,TRUE,Shahrake Gharb,650000,dist2,,
1860,242,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,106666.67,dist5,,
1861,7,2,TRUE,TRUE,TRUE,Pardis,23333.33,other,,
1862,242,2,TRUE,TRUE,TRUE,Pardis,25666.67,other,,
1863,95,3,TRUE,TRUE,TRUE,Gheitarieh,533333.33,dist1,,
1864,162,4,TRUE,TRUE,TRUE,Elahieh,2100000,dist1,,
1865,12,2,TRUE,TRUE,TRUE,Ekhtiarieh,276666.67,dist3,,
1866,239,2,TRUE,TRUE,TRUE,Ostad Moein,98333.33,dist9,,
1867,192,1,TRUE,TRUE,TRUE,Southern Program Organization,80000,dist5,,
1868,216,2,FALSE,FALSE,FALSE,Parand,11500,other,,
1869,111,3,TRUE,TRUE,TRUE,Gheitarieh,660000,dist1,,
1870,22,2,TRUE,TRUE,TRUE,Punak,2.00E+05,dist7,,
1871,232,2,TRUE,TRUE,TRUE,Ekhtiarieh,2.00E+05,dist3,,
1872,132,3,TRUE,TRUE,TRUE,Kamranieh,883333.33,dist1,,
1873,12,2,TRUE,TRUE,FALSE,Southern Program Organization,119333.33,dist5,,
1874,225,2,TRUE,TRUE,TRUE,Shahrake Qods,32733.33,dist2,,
1875,216,2,TRUE,TRUE,TRUE,Shahrake Qods,29000,dist2,,
1876,214,2,FALSE,TRUE,TRUE,Parand,13333.33,other,,
1877,71,4,TRUE,TRUE,TRUE,Andisheh,102000,other,,
1878,235,2,FALSE,TRUE,FALSE,Andisheh,31000,other,,
1879,24,3,TRUE,TRUE,FALSE,Parand,28333.33,other,,
1880,71,3,TRUE,TRUE,TRUE,Ekhtiarieh,260000,dist3,,
1881,49,3,TRUE,TRUE,TRUE,Pasdaran,278333.33,dist1,,
1882,175,1,FALSE,TRUE,FALSE,Jeyhoon,28333.33,dist10,,
1883,2,2,TRUE,TRUE,TRUE,Pasdaran,2.00E+05,dist1,,
1884,80,3,TRUE,TRUE,TRUE,Saadat Abad,450000,dist2,,
1885,232,2,TRUE,TRUE,TRUE,Northern Janatabad,105000,dist5,,
1886,80,3,TRUE,TRUE,TRUE,Saadat Abad,450000,dist2,,
1887,221,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,85000,dist5,,
1888,191,1,TRUE,FALSE,TRUE,Pirouzi,53333.33,dist13,,
1889,229,2,TRUE,TRUE,TRUE,Pardis,28333.33,other,,
1890,178,1,FALSE,TRUE,TRUE,Ostad Moein,33333.33,dist9,,
1891,25,3,TRUE,TRUE,TRUE,Gheitarieh,246666.67,dist1,,
1892,187,1,TRUE,TRUE,TRUE,Feiz Garden,73333.33,dist5,,
1893,7,2,TRUE,TRUE,TRUE,Pardis,31500,other,,
1894,188,1,TRUE,TRUE,TRUE,Azarbaijan,58333.33,dist11,,
1895,218,2,TRUE,TRUE,TRUE,Southern Janatabad,116666.67,dist5,,
1896,235,2,TRUE,TRUE,TRUE,Southern Janatabad,129333.33,dist5,,
1897,2,2,TRUE,TRUE,TRUE,Pardis,35000,other,,
1898,54,3,TRUE,TRUE,TRUE,Saadat Abad,326666.67,dist2,,
1899,57,3,TRUE,TRUE,TRUE,Shahrake Gharb,3.00E+05,dist2,,
1900,17,3,TRUE,TRUE,TRUE,Shahr-e-Ziba,129000,dist5,,
1901,47,3,TRUE,TRUE,TRUE,Shahrake Gharb,366666.67,dist2,,
1902,17,2,TRUE,TRUE,TRUE,Yousef Abad,180000,dist6,,
1903,192,1,TRUE,TRUE,FALSE,Central Janatabad,73000,dist5,,
1904,62,3,TRUE,TRUE,TRUE,Gheitarieh,340000,dist1,,
1905,3,2,TRUE,TRUE,TRUE,North Program Organization,171666.67,dist5,,
1906,242,2,TRUE,TRUE,TRUE,Southern Janatabad,120000,dist5,,
1907,235,2,TRUE,TRUE,TRUE,Punak,129000,dist7,,
1908,232,2,TRUE,TRUE,TRUE,Northern Janatabad,129333.33,dist5,,
1909,52,3,TRUE,TRUE,TRUE,West Ferdows Boulevard,240000,dist5,,
1910,8,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,98666.67,dist22,,
1911,37,3,TRUE,TRUE,TRUE,Dehkade Olampic,140000,dist22,,
1912,7,2,TRUE,TRUE,TRUE,Pardis,29666.67,other,,
1913,102,3,TRUE,TRUE,TRUE,West Ferdows Boulevard,433333.33,dist5,,
1914,17,2,TRUE,TRUE,FALSE,Tarasht,120000,dist2,,
1915,12,2,TRUE,TRUE,FALSE,Water Organization,131666.67,dist5,,
1916,232,2,FALSE,TRUE,TRUE,Northern Janatabad,105000,dist5,,
1917,86,3,TRUE,TRUE,TRUE,Aqdasieh,8.00E+05,dist1,,
1918,184,1,FALSE,TRUE,TRUE,Punak,66666.67,dist7,,
1919,35,3,TRUE,TRUE,TRUE,Gheitarieh,443333.33,dist1,,
1920,95,3,TRUE,TRUE,TRUE,Ajudaniye,9.00E+05,dist1,,
1921,109,3,TRUE,TRUE,TRUE,Kamranieh,1120000,dist1,,
1922,32,3,TRUE,TRUE,TRUE,Gheitarieh,290000,dist1,,
1923,25,3,TRUE,TRUE,FALSE,Azadshahr,115000,dist22,,
1924,7,2,TRUE,TRUE,TRUE,Dehkade Olampic,136666.67,dist22,,
1925,5,3,TRUE,TRUE,TRUE,Shahran,137600,dist5,,
1926,7,2,TRUE,TRUE,TRUE,Pardis,23666.67,other,,
1927,63,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,213333.33,dist22,,
1928,17,3,FALSE,TRUE,TRUE,Shahrake Qods,53333.33,dist2,,
1929,226,2,FALSE,FALSE,FALSE,Azadshahr,103333.33,dist22,,
1930,178,2,TRUE,TRUE,FALSE,Shahran,60666.67,dist5,,
1931,62,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,223333.33,dist22,,
1932,117,3,TRUE,TRUE,TRUE,Farmanieh,766666.67,dist1,,
1933,242,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,107333.33,dist5,,
1934,19,2,TRUE,TRUE,TRUE,Shahran,129333.33,dist5,,
1935,217,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,113333.33,dist5,,
1936,2,2,TRUE,TRUE,FALSE,Yousef Abad,131666.67,dist6,,
1937,226,2,TRUE,TRUE,FALSE,Northern Janatabad,98333.33,dist5,,
1938,47,3,TRUE,TRUE,TRUE,Farmanieh,366666.67,dist1,,
1939,29,3,TRUE,TRUE,TRUE,Hakimiyeh,149333.33,dist4,,
1940,219,2,TRUE,TRUE,TRUE,Shahran,98333.33,dist5,,
1941,22,2,TRUE,TRUE,TRUE,Gheitarieh,366666.67,dist1,,
1942,74,3,TRUE,TRUE,TRUE,Niavaran,366666.67,dist1,,
1943,91,3,TRUE,TRUE,TRUE,Farmanieh,576000,dist1,,
1944,201,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,75666.67,dist5,,
1945,2,2,TRUE,TRUE,TRUE,Gheitarieh,266666.67,dist1,,
1946,42,3,TRUE,TRUE,TRUE,Gheitarieh,371666.67,dist1,,
1947,237,2,TRUE,TRUE,TRUE,Atabak,43333.33,dist15,,
1948,221,2,TRUE,TRUE,TRUE,Yousef Abad,141666.67,dist6,,
1949,21,2,TRUE,TRUE,TRUE,Shahran,180000,dist5,,
1950,2,2,TRUE,TRUE,TRUE,Ekhtiarieh,216666.67,dist3,,
1951,17,2,TRUE,TRUE,TRUE,Shahran,128000,dist5,,
1952,181,1,TRUE,TRUE,TRUE,Ekhtiarieh,123333.33,dist3,,
1953,38,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,45333.33,dist22,,
1954,239,2,TRUE,TRUE,TRUE,Shahran,166666.67,dist5,,
1955,224,3,TRUE,TRUE,TRUE,Shahran,103333.33,dist5,,
1956,2,2,TRUE,TRUE,TRUE,Shahrake Qods,56666.67,dist2,,
1957,207,2,TRUE,TRUE,FALSE,Shahran,85000,dist5,,
1958,212,2,TRUE,TRUE,FALSE,Shahran,86000,dist5,,
1959,207,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,66666.67,dist5,,
1960,7,2,TRUE,TRUE,TRUE,Pardis,16666.67,other,,
1961,206,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,68333.33,dist5,,
1962,229,2,TRUE,TRUE,TRUE,Pardis,17666.67,other,,
1963,201,1,TRUE,TRUE,TRUE,Pardis,24000,other,,
1964,242,2,TRUE,TRUE,TRUE,Pardis,33333.33,other,,
1965,198,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,66000,dist5,,
1966,199,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,66666.67,dist5,,
1967,226,2,TRUE,TRUE,TRUE,Central Janatabad,111666.67,dist5,,
1968,226,2,TRUE,TRUE,TRUE,Punak,150000,dist7,,
1969,237,2,TRUE,TRUE,TRUE,Gheitarieh,186666.67,dist1,,
1970,57,3,TRUE,TRUE,TRUE,Heravi,3.00E+05,dist4,,
1971,172,2,FALSE,FALSE,FALSE,Absard,150000,other,,
1972,19,3,TRUE,TRUE,TRUE,Shahrake Gharb,226666.67,dist2,,
1973,226,2,TRUE,TRUE,TRUE,Pakdasht,21333.33,other,,
1974,179,4,TRUE,TRUE,FALSE,Damavand,666666.67,dist13,,
1975,233,3,TRUE,TRUE,FALSE,Damavand,283333.33,dist13,,
1976,192,1,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,29166.67,dist22,,
1977,192,1,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,29000,dist22,,
1978,190,2,TRUE,TRUE,TRUE,Sabalan,40000,dist7,,
1979,20,2,TRUE,TRUE,TRUE,Shahrake Qods,32000,dist2,,
1980,242,2,TRUE,TRUE,TRUE,Gheitarieh,290000,dist1,,
1981,192,1,FALSE,TRUE,TRUE,Narmak,70000,dist8,,
1982,226,2,TRUE,TRUE,TRUE,Gheitarieh,246666.67,dist1,,
1983,12,2,TRUE,TRUE,TRUE,Heravi,166666.67,dist4,,
1984,86,3,TRUE,TRUE,TRUE,Gheitarieh,4.00E+05,dist1,,
1985,118,3,TRUE,TRUE,TRUE,Gheitarieh,8.00E+05,dist1,,
1986,52,3,TRUE,TRUE,TRUE,Gheitarieh,483333.33,dist1,,
1987,92,3,TRUE,TRUE,TRUE,Gheitarieh,443333.33,dist1,,
1988,55,2,TRUE,TRUE,TRUE,Gheitarieh,443333.33,dist1,,
1989,243,2,TRUE,TRUE,TRUE,Heravi,163333.33,dist4,,
1990,91,3,TRUE,TRUE,TRUE,Gheitarieh,663333.33,dist1,,
1991,27,2,TRUE,TRUE,TRUE,Gheitarieh,386666.67,dist1,,
1992,226,2,TRUE,TRUE,TRUE,Gheitarieh,243333.33,dist1,,
1993,5,2,TRUE,TRUE,TRUE,Heravi,221333.33,dist4,,
1994,118,3,TRUE,TRUE,TRUE,Gheitarieh,850000,dist1,,
1995,9,2,TRUE,TRUE,TRUE,Velenjak,440000,dist1,,
1996,91,3,TRUE,TRUE,TRUE,Gheitarieh,650000,dist1,,
1997,71,3,FALSE,FALSE,FALSE,Gheitarieh,483333.33,dist1,,
1998,55,3,TRUE,TRUE,TRUE,Gheitarieh,433333.33,dist1,,
1999,232,2,TRUE,TRUE,TRUE,Pirouzi,88333.33,dist13,,
2000,230,2,TRUE,TRUE,TRUE,Gheitarieh,253333.33,dist1,,
2001,2,2,TRUE,TRUE,TRUE,Gheitarieh,283333.33,dist1,,
2002,2,2,TRUE,TRUE,TRUE,Saadat Abad,216666.67,dist2,,
2003,98,3,TRUE,TRUE,TRUE,Araj,460000,dist1,,
2004,95,3,TRUE,TRUE,TRUE,Aqdasieh,443333.33,dist1,,
2005,95,3,TRUE,TRUE,TRUE,Araj,456666.67,dist1,,
2006,18,3,TRUE,TRUE,TRUE,Gheitarieh,266666.67,dist1,,
2007,97,3,FALSE,FALSE,FALSE,Araj,443333.33,dist1,,
2008,97,3,TRUE,TRUE,TRUE,Aqdasieh,440000,dist1,,
2009,194,1,TRUE,TRUE,TRUE,Si Metri Ji,43933.33,dist12,,
2010,207,2,TRUE,TRUE,TRUE,Jeyhoon,51666.67,dist10,,
2011,195,2,TRUE,TRUE,TRUE,Beryanak,46666.67,dist10,,
2012,95,3,TRUE,TRUE,TRUE,Araj,443333.33,dist1,,
2013,22,3,TRUE,TRUE,TRUE,Ostad Moein,131666.67,dist9,,
2014,229,2,TRUE,TRUE,TRUE,Amirabad,159333.33,dist6,,
2015,95,3,TRUE,TRUE,TRUE,Aqdasieh,446666.67,dist1,,
2016,221,2,TRUE,TRUE,TRUE,Parand,16666.67,other,,
2017,97,3,FALSE,FALSE,FALSE,Araj,450000,dist1,,
2018,188,1,FALSE,TRUE,TRUE,Ostad Moein,44000,dist9,,
2019,97,3,TRUE,TRUE,TRUE,Araj,456666.67,dist1,,
2020,225,2,TRUE,TRUE,TRUE,Pirouzi,75000,dist13,,
2021,97,3,TRUE,TRUE,TRUE,Aqdasieh,490000,dist1,,
2022,237,2,TRUE,TRUE,TRUE,Saadat Abad,186666.67,dist2,,
2023,226,2,TRUE,TRUE,TRUE,Gheitarieh,266666.67,dist1,,
2024,2,2,TRUE,TRUE,TRUE,Saadat Abad,246666.67,dist2,,
2025,55,2,TRUE,TRUE,TRUE,Aqdasieh,350000,dist1,,
2026,24,3,TRUE,TRUE,TRUE,Saadat Abad,266666.67,dist2,,
2027,52,2,TRUE,TRUE,TRUE,Aqdasieh,350000,dist1,,
2028,187,2,TRUE,TRUE,TRUE,Ostad Moein,50000,dist9,,
2029,52,2,TRUE,TRUE,TRUE,Araj,350000,dist1,,
2030,97,3,TRUE,TRUE,TRUE,Araj,476666.67,dist1,,
2031,96,3,TRUE,TRUE,TRUE,Aqdasieh,473333.33,dist1,,
2032,42,3,TRUE,TRUE,TRUE,Shahrake Qods,86333.33,dist2,,
2033,95,3,TRUE,TRUE,TRUE,Aqdasieh,466666.67,dist1,,
2034,203,2,TRUE,TRUE,FALSE,Jeyhoon,50000,dist10,,
2035,227,2,TRUE,TRUE,TRUE,Gheitarieh,240000,dist1,,
2036,22,3,TRUE,TRUE,TRUE,Ostad Moein,131666.67,dist9,,
2037,225,2,TRUE,TRUE,TRUE,Gheitarieh,246666.67,dist1,,
2038,227,2,TRUE,TRUE,TRUE,Central Janatabad,126666.67,dist5,,
2039,226,2,TRUE,TRUE,TRUE,Gheitarieh,243333.33,dist1,,
2040,203,2,TRUE,TRUE,TRUE,Shahran,76666.67,dist5,,
2041,232,2,TRUE,TRUE,TRUE,Northern Janatabad,160000,dist5,,
2042,224,2,TRUE,TRUE,TRUE,Gheitarieh,243333.33,dist1,,
2043,207,2,TRUE,TRUE,TRUE,Jeyhoon,57666.67,dist10,,
2044,230,2,TRUE,TRUE,TRUE,Shahrake Qods,37840,dist2,,
2045,69,3,TRUE,TRUE,TRUE,Gheitarieh,366666.67,dist1,,
2046,2,2,FALSE,FALSE,FALSE,Shahrake Qods,21666.67,dist2,,
